time	theta
22.518	598.032
22.519	598.057
22.52	598.083
22.521	598.108
22.522	598.134
22.523	598.16
22.524	598.185
22.525	598.211
22.526	598.237
22.527	598.262
22.528	598.288
22.529	598.314
22.53	598.339
22.531	598.365
22.532	598.391
22.533	598.416
22.534	598.442
22.535	598.468
22.536	598.494
22.537	598.519
22.538	598.545
22.539	598.571
22.54	598.597
22.541	598.622
22.542	598.648
22.543	598.674
22.544	598.7
22.545	598.726
22.546	598.751
22.547	598.777
22.548	598.803
22.549	598.829
22.55	598.855
22.551	598.881
22.552	598.907
22.553	598.932
22.554	598.958
22.555	598.984
22.556	599.01
22.557	599.036
22.558	599.062
22.559	599.088
22.56	599.114
22.561	599.14
22.562	599.166
22.563	599.192
22.564	599.218
22.565	599.244
22.566	599.27
22.567	599.296
22.568	599.322
22.569	599.348
22.57	599.374
22.571	599.4
22.572	599.426
22.573	599.452
22.574	599.478
22.575	599.504
22.576	599.53
22.577	599.556
22.578	599.582
22.579	599.608
22.58	599.634
22.581	599.66
22.582	599.687
22.583	599.713
22.584	599.739
22.585	599.765
22.586	599.791
22.587	599.817
22.588	599.843
22.589	599.87
22.59	599.896
22.591	599.922
22.592	599.948
22.593	599.974
22.594	600.001
22.595	600.027
22.596	600.053
22.597	600.079
22.598	600.106
22.599	600.132
22.6	600.158
22.601	600.184
22.602	600.211
22.603	600.237
22.604	600.263
22.605	600.29
22.606	600.316
22.607	600.342
22.608	600.369
22.609	600.395
22.61	600.421
22.611	600.448
22.612	600.474
22.613	600.5
22.614	600.527
22.615	600.553
22.616	600.58
22.617	600.606
22.618	600.632
22.619	600.659
22.62	600.685
22.621	600.712
22.622	600.738
22.623	600.765
22.624	600.791
22.625	600.818
22.626	600.844
22.627	600.871
22.628	600.897
22.629	600.924
22.63	600.95
22.631	600.977
22.632	601.003
22.633	601.03
22.634	601.056
22.635	601.083
22.636	601.11
22.637	601.136
22.638	601.163
22.639	601.189
22.64	601.216
22.641	601.243
22.642	601.269
22.643	601.296
22.644	601.322
22.645	601.349
22.646	601.376
22.647	601.402
22.648	601.429
22.649	601.456
22.65	601.483
22.651	601.509
22.652	601.536
22.653	601.563
22.654	601.589
22.655	601.616
22.656	601.643
22.657	601.67
22.658	601.696
22.659	601.723
22.66	601.75
22.661	601.777
22.662	601.804
22.663	601.83
22.664	601.857
22.665	601.884
22.666	601.911
22.667	601.938
22.668	601.964
22.669	601.991
22.67	602.018
22.671	602.045
22.672	602.072
22.673	602.099
22.674	602.126
22.675	602.153
22.676	602.18
22.677	602.207
22.678	602.233
22.679	602.26
22.68	602.287
22.681	602.314
22.682	602.341
22.683	602.368
22.684	602.395
22.685	602.422
22.686	602.449
22.687	602.476
22.688	602.503
22.689	602.53
22.69	602.557
22.691	602.584
22.692	602.611
22.693	602.639
22.694	602.666
22.695	602.693
22.696	602.72
22.697	602.747
22.698	602.774
22.699	602.801
22.7	602.828
22.701	602.855
22.702	602.882
22.703	602.91
22.704	602.937
22.705	602.964
22.706	602.991
22.707	603.018
22.708	603.046
22.709	603.073
22.71	603.1
22.711	603.127
22.712	603.154
22.713	603.182
22.714	603.209
22.715	603.236
22.716	603.263
22.717	603.291
22.718	603.318
22.719	603.345
22.72	603.372
22.721	603.4
22.722	603.427
22.723	603.454
22.724	603.482
22.725	603.509
22.726	603.536
22.727	603.564
22.728	603.591
22.729	603.619
22.73	603.646
22.731	603.673
22.732	603.701
22.733	603.728
22.734	603.756
22.735	603.783
22.736	603.81
22.737	603.838
22.738	603.865
22.739	603.893
22.74	603.92
22.741	603.948
22.742	603.975
22.743	604.003
22.744	604.03
22.745	604.058
22.746	604.085
22.747	604.113
22.748	604.14
22.749	604.168
22.75	604.195
22.751	604.223
22.752	604.251
22.753	604.278
22.754	604.306
22.755	604.333
22.756	604.361
22.757	604.389
22.758	604.416
22.759	604.444
22.76	604.472
22.761	604.499
22.762	604.527
22.763	604.555
22.764	604.582
22.765	604.61
22.766	604.638
22.767	604.665
22.768	604.693
22.769	604.721
22.77	604.748
22.771	604.776
22.772	604.804
22.773	604.832
22.774	604.859
22.775	604.887
22.776	604.915
22.777	604.943
22.778	604.971
22.779	604.998
22.78	605.026
22.781	605.054
22.782	605.082
22.783	605.11
22.784	605.138
22.785	605.166
22.786	605.193
22.787	605.221
22.788	605.249
22.789	605.277
22.79	605.305
22.791	605.333
22.792	605.361
22.793	605.389
22.794	605.417
22.795	605.445
22.796	605.473
22.797	605.501
22.798	605.529
22.799	605.557
22.8	605.585
22.801	605.613
22.802	605.641
22.803	605.669
22.804	605.697
22.805	605.725
22.806	605.753
22.807	605.781
22.808	605.809
22.809	605.837
22.81	605.865
22.811	605.893
22.812	605.921
22.813	605.949
22.814	605.977
22.815	606.006
22.816	606.034
22.817	606.062
22.818	606.09
22.819	606.118
22.82	606.146
22.821	606.175
22.822	606.203
22.823	606.231
22.824	606.259
22.825	606.287
22.826	606.316
22.827	606.344
22.828	606.372
22.829	606.4
22.83	606.429
22.831	606.457
22.832	606.485
22.833	606.513
22.834	606.542
22.835	606.57
22.836	606.598
22.837	606.627
22.838	606.655
22.839	606.683
22.84	606.712
22.841	606.74
22.842	606.768
22.843	606.797
22.844	606.825
22.845	606.854
22.846	606.882
22.847	606.91
22.848	606.939
22.849	606.967
22.85	606.996
22.851	607.024
22.852	607.053
22.853	607.081
22.854	607.11
22.855	607.138
22.856	607.167
22.857	607.195
22.858	607.224
22.859	607.252
22.86	607.281
22.861	607.309
22.862	607.338
22.863	607.366
22.864	607.395
22.865	607.423
22.866	607.452
22.867	607.481
22.868	607.509
22.869	607.538
22.87	607.566
22.871	607.595
22.872	607.624
22.873	607.652
22.874	607.681
22.875	607.71
22.876	607.738
22.877	607.767
22.878	607.796
22.879	607.824
22.88	607.853
22.881	607.882
22.882	607.911
22.883	607.939
22.884	607.968
22.885	607.997
22.886	608.026
22.887	608.054
22.888	608.083
22.889	608.112
22.89	608.141
22.891	608.17
22.892	608.198
22.893	608.227
22.894	608.256
22.895	608.285
22.896	608.314
22.897	608.343
22.898	608.371
22.899	608.4
22.9	608.429
22.901	608.458
22.902	608.487
22.903	608.516
22.904	608.545
22.905	608.574
22.906	608.603
22.907	608.632
22.908	608.661
22.909	608.69
22.91	608.719
22.911	608.748
22.912	608.777
22.913	608.806
22.914	608.835
22.915	608.864
22.916	608.893
22.917	608.922
22.918	608.951
22.919	608.98
22.92	609.009
22.921	609.038
22.922	609.067
22.923	609.096
22.924	609.125
22.925	609.154
22.926	609.184
22.927	609.213
22.928	609.242
22.929	609.271
22.93	609.3
22.931	609.329
22.932	609.358
22.933	609.388
22.934	609.417
22.935	609.446
22.936	609.475
22.937	609.505
22.938	609.534
22.939	609.563
22.94	609.592
22.941	609.621
22.942	609.651
22.943	609.68
22.944	609.709
22.945	609.739
22.946	609.768
22.947	609.797
22.948	609.827
22.949	609.856
22.95	609.885
22.951	609.915
22.952	609.944
22.953	609.973
22.954	610.003
22.955	610.032
22.956	610.062
22.957	610.091
22.958	610.12
22.959	610.15
22.96	610.179
22.961	610.209
22.962	610.238
22.963	610.268
22.964	610.297
22.965	610.326
22.966	610.356
22.967	610.385
22.968	610.415
22.969	610.445
22.97	610.474
22.971	610.504
22.972	610.533
22.973	610.563
22.974	610.592
22.975	610.622
22.976	610.651
22.977	610.681
22.978	610.711
22.979	610.74
22.98	610.77
22.981	610.799
22.982	610.829
22.983	610.859
22.984	610.888
22.985	610.918
22.986	610.948
22.987	610.977
22.988	611.007
22.989	611.037
22.99	611.066
22.991	611.096
22.992	611.126
22.993	611.156
22.994	611.185
22.995	611.215
22.996	611.245
22.997	611.275
22.998	611.304
22.999	611.334
23	611.364
23.001	611.394
23.002	611.424
23.003	611.454
23.004	611.483
23.005	611.513
23.006	611.543
23.007	611.573
23.008	611.603
23.009	611.633
23.01	611.663
23.011	611.692
23.012	611.722
23.013	611.752
23.014	611.782
23.015	611.812
23.016	611.842
23.017	611.872
23.018	611.902
23.019	611.932
23.02	611.962
23.021	611.992
23.022	612.022
23.023	612.052
23.024	612.082
23.025	612.112
23.026	612.142
23.027	612.172
23.028	612.202
23.029	612.232
23.03	612.262
23.031	612.292
23.032	612.323
23.033	612.353
23.034	612.383
23.035	612.413
23.036	612.443
23.037	612.473
23.038	612.503
23.039	612.533
23.04	612.564
23.041	612.594
23.042	612.624
23.043	612.654
23.044	612.684
23.045	612.715
23.046	612.745
23.047	612.775
23.048	612.805
23.049	612.836
23.05	612.866
23.051	612.896
23.052	612.926
23.053	612.957
23.054	612.987
23.055	613.017
23.056	613.048
23.057	613.078
23.058	613.108
23.059	613.139
23.06	613.169
23.061	613.199
23.062	613.23
23.063	613.26
23.064	613.29
23.065	613.321
23.066	613.351
23.067	613.382
23.068	613.412
23.069	613.443
23.07	613.473
23.071	613.503
23.072	613.534
23.073	613.564
23.074	613.595
23.075	613.625
23.076	613.656
23.077	613.686
23.078	613.717
23.079	613.747
23.08	613.778
23.081	613.809
23.082	613.839
23.083	613.87
23.084	613.9
23.085	613.931
23.086	613.961
23.087	613.992
23.088	614.023
23.089	614.053
23.09	614.084
23.091	614.115
23.092	614.145
23.093	614.176
23.094	614.207
23.095	614.237
23.096	614.268
23.097	614.299
23.098	614.329
23.099	614.36
23.1	614.391
23.101	614.422
23.102	614.452
23.103	614.483
23.104	614.514
23.105	614.545
23.106	614.575
23.107	614.606
23.108	614.637
23.109	614.668
23.11	614.699
23.111	614.729
23.112	614.76
23.113	614.791
23.114	614.822
23.115	614.853
23.116	614.884
23.117	614.915
23.118	614.945
23.119	614.976
23.12	615.007
23.121	615.038
23.122	615.069
23.123	615.1
23.124	615.131
23.125	615.162
23.126	615.193
23.127	615.224
23.128	615.255
23.129	615.286
23.13	615.317
23.131	615.348
23.132	615.379
23.133	615.41
23.134	615.441
23.135	615.472
23.136	615.503
23.137	615.534
23.138	615.565
23.139	615.596
23.14	615.628
23.141	615.659
23.142	615.69
23.143	615.721
23.144	615.752
23.145	615.783
23.146	615.814
23.147	615.845
23.148	615.877
23.149	615.908
23.15	615.939
23.151	615.97
23.152	616.001
23.153	616.033
23.154	616.064
23.155	616.095
23.156	616.126
23.157	616.158
23.158	616.189
23.159	616.22
23.16	616.252
23.161	616.283
23.162	616.314
23.163	616.345
23.164	616.377
23.165	616.408
23.166	616.439
23.167	616.471
23.168	616.502
23.169	616.534
23.17	616.565
23.171	616.596
23.172	616.628
23.173	616.659
23.174	616.691
23.175	616.722
23.176	616.753
23.177	616.785
23.178	616.816
23.179	616.848
23.18	616.879
23.181	616.911
23.182	616.942
23.183	616.974
23.184	617.005
23.185	617.037
23.186	617.068
23.187	617.1
23.188	617.131
23.189	617.163
23.19	617.195
23.191	617.226
23.192	617.258
23.193	617.289
23.194	617.321
23.195	617.353
23.196	617.384
23.197	617.416
23.198	617.448
23.199	617.479
23.2	617.511
23.201	617.543
23.202	617.574
23.203	617.606
23.204	617.638
23.205	617.669
23.206	617.701
23.207	617.733
23.208	617.765
23.209	617.796
23.21	617.828
23.211	617.86
23.212	617.892
23.213	617.923
23.214	617.955
23.215	617.987
23.216	618.019
23.217	618.051
23.218	618.082
23.219	618.114
23.22	618.146
23.221	618.178
23.222	618.21
23.223	618.242
23.224	618.274
23.225	618.306
23.226	618.338
23.227	618.369
23.228	618.401
23.229	618.433
23.23	618.465
23.231	618.497
23.232	618.529
23.233	618.561
23.234	618.593
23.235	618.625
23.236	618.657
23.237	618.689
23.238	618.721
23.239	618.753
23.24	618.785
23.241	618.817
23.242	618.849
23.243	618.881
23.244	618.914
23.245	618.946
23.246	618.978
23.247	619.01
23.248	619.042
23.249	619.074
23.25	619.106
23.251	619.138
23.252	619.171
23.253	619.203
23.254	619.235
23.255	619.267
23.256	619.299
23.257	619.332
23.258	619.364
23.259	619.396
23.26	619.428
23.261	619.46
23.262	619.493
23.263	619.525
23.264	619.557
23.265	619.59
23.266	619.622
23.267	619.654
23.268	619.686
23.269	619.719
23.27	619.751
23.271	619.783
23.272	619.816
23.273	619.848
23.274	619.881
23.275	619.913
23.276	619.945
23.277	619.978
23.278	620.01
23.279	620.043
23.28	620.075
23.281	620.107
23.282	620.14
23.283	620.172
23.284	620.205
23.285	620.237
23.286	620.27
23.287	620.302
23.288	620.335
23.289	620.367
23.29	620.4
23.291	620.432
23.292	620.465
23.293	620.497
23.294	620.53
23.295	620.563
23.296	620.595
23.297	620.628
23.298	620.66
23.299	620.693
23.3	620.726
23.301	620.758
23.302	620.791
23.303	620.823
23.304	620.856
23.305	620.889
23.306	620.921
23.307	620.954
23.308	620.987
23.309	621.02
23.31	621.052
23.311	621.085
23.312	621.118
23.313	621.15
23.314	621.183
23.315	621.216
23.316	621.249
23.317	621.282
23.318	621.314
23.319	621.347
23.32	621.38
23.321	621.413
23.322	621.446
23.323	621.478
23.324	621.511
23.325	621.544
23.326	621.577
23.327	621.61
23.328	621.643
23.329	621.676
23.33	621.709
23.331	621.741
23.332	621.774
23.333	621.807
23.334	621.84
23.335	621.873
23.336	621.906
23.337	621.939
23.338	621.972
23.339	622.005
23.34	622.038
23.341	622.071
23.342	622.104
23.343	622.137
23.344	622.17
23.345	622.203
23.346	622.236
23.347	622.269
23.348	622.302
23.349	622.336
23.35	622.369
23.351	622.402
23.352	622.435
23.353	622.468
23.354	622.501
23.355	622.534
23.356	622.567
23.357	622.601
23.358	622.634
23.359	622.667
23.36	622.7
23.361	622.733
23.362	622.767
23.363	622.8
23.364	622.833
23.365	622.866
23.366	622.9
23.367	622.933
23.368	622.966
23.369	622.999
23.37	623.033
23.371	623.066
23.372	623.099
23.373	623.133
23.374	623.166
23.375	623.199
23.376	623.233
23.377	623.266
23.378	623.299
23.379	623.333
23.38	623.366
23.381	623.399
23.382	623.433
23.383	623.466
23.384	623.5
23.385	623.533
23.386	623.567
23.387	623.6
23.388	623.634
23.389	623.667
23.39	623.7
23.391	623.734
23.392	623.767
23.393	623.801
23.394	623.834
23.395	623.868
23.396	623.902
23.397	623.935
23.398	623.969
23.399	624.002
23.4	624.036
23.401	624.069
23.402	624.103
23.403	624.137
23.404	624.17
23.405	624.204
23.406	624.238
23.407	624.271
23.408	624.305
23.409	624.338
23.41	624.372
23.411	624.406
23.412	624.44
23.413	624.473
23.414	624.507
23.415	624.541
23.416	624.574
23.417	624.608
23.418	624.642
23.419	624.676
23.42	624.709
23.421	624.743
23.422	624.777
23.423	624.811
23.424	624.845
23.425	624.878
23.426	624.912
23.427	624.946
23.428	624.98
23.429	625.014
23.43	625.048
23.431	625.082
23.432	625.115
23.433	625.149
23.434	625.183
23.435	625.217
23.436	625.251
23.437	625.285
23.438	625.319
23.439	625.353
23.44	625.387
23.441	625.421
23.442	625.455
23.443	625.489
23.444	625.523
23.445	625.557
23.446	625.591
23.447	625.625
23.448	625.659
23.449	625.693
23.45	625.727
23.451	625.761
23.452	625.795
23.453	625.829
23.454	625.863
23.455	625.898
23.456	625.932
23.457	625.966
23.458	626
23.459	626.034
23.46	626.068
23.461	626.102
23.462	626.137
23.463	626.171
23.464	626.205
23.465	626.239
23.466	626.273
23.467	626.308
23.468	626.342
23.469	626.376
23.47	626.41
23.471	626.445
23.472	626.479
23.473	626.513
23.474	626.547
23.475	626.582
23.476	626.616
23.477	626.65
23.478	626.685
23.479	626.719
23.48	626.753
23.481	626.788
23.482	626.822
23.483	626.857
23.484	626.891
23.485	626.925
23.486	626.96
23.487	626.994
23.488	627.029
23.489	627.063
23.49	627.097
23.491	627.132
23.492	627.166
23.493	627.201
23.494	627.235
23.495	627.27
23.496	627.304
23.497	627.339
23.498	627.373
23.499	627.408
23.5	627.442
23.501	627.477
23.502	627.512
23.503	627.546
23.504	627.581
23.505	627.615
23.506	627.65
23.507	627.685
23.508	627.719
23.509	627.754
23.51	627.788
23.511	627.823
23.512	627.858
23.513	627.892
23.514	627.927
23.515	627.962
23.516	627.997
23.517	628.031
23.518	628.066
23.519	628.101
23.52	628.135
23.521	628.17
23.522	628.205
23.523	628.24
23.524	628.274
23.525	628.309
23.526	628.344
23.527	628.379
23.528	628.414
23.529	628.448
23.53	628.483
23.531	628.518
23.532	628.553
23.533	628.588
23.534	628.623
23.535	628.658
23.536	628.693
23.537	628.727
23.538	628.762
23.539	628.797
23.54	628.832
23.541	628.867
23.542	628.902
23.543	628.937
23.544	628.972
23.545	629.007
23.546	629.042
23.547	629.077
23.548	629.112
23.549	629.147
23.55	629.182
23.551	629.217
23.552	629.252
23.553	629.287
23.554	629.322
23.555	629.357
23.556	629.392
23.557	629.428
23.558	629.463
23.559	629.498
23.56	629.533
23.561	629.568
23.562	629.603
23.563	629.638
23.564	629.673
23.565	629.709
23.566	629.744
23.567	629.779
23.568	629.814
23.569	629.849
23.57	629.885
23.571	629.92
23.572	629.955
23.573	629.99
23.574	630.026
23.575	630.061
23.576	630.096
23.577	630.132
23.578	630.167
23.579	630.202
23.58	630.237
23.581	630.273
23.582	630.308
23.583	630.343
23.584	630.379
23.585	630.414
23.586	630.45
23.587	630.485
23.588	630.52
23.589	630.556
23.59	630.591
23.591	630.627
23.592	630.662
23.593	630.697
23.594	630.733
23.595	630.768
23.596	630.804
23.597	630.839
23.598	630.875
23.599	630.91
23.6	630.946
23.601	630.981
23.602	631.017
23.603	631.052
23.604	631.088
23.605	631.124
23.606	631.159
23.607	631.195
23.608	631.23
23.609	631.266
23.61	631.302
23.611	631.337
23.612	631.373
23.613	631.408
23.614	631.444
23.615	631.48
23.616	631.515
23.617	631.551
23.618	631.587
23.619	631.622
23.62	631.658
23.621	631.694
23.622	631.73
23.623	631.765
23.624	631.801
23.625	631.837
23.626	631.873
23.627	631.908
23.628	631.944
23.629	631.98
23.63	632.016
23.631	632.052
23.632	632.087
23.633	632.123
23.634	632.159
23.635	632.195
23.636	632.231
23.637	632.267
23.638	632.303
23.639	632.338
23.64	632.374
23.641	632.41
23.642	632.446
23.643	632.482
23.644	632.518
23.645	632.554
23.646	632.59
23.647	632.626
23.648	632.662
23.649	632.698
23.65	632.734
23.651	632.77
23.652	632.806
23.653	632.842
23.654	632.878
23.655	632.914
23.656	632.95
23.657	632.986
23.658	633.022
23.659	633.058
23.66	633.094
23.661	633.13
23.662	633.167
23.663	633.203
23.664	633.239
23.665	633.275
23.666	633.311
23.667	633.347
23.668	633.383
23.669	633.42
23.67	633.456
23.671	633.492
23.672	633.528
23.673	633.564
23.674	633.601
23.675	633.637
23.676	633.673
23.677	633.709
23.678	633.746
23.679	633.782
23.68	633.818
23.681	633.855
23.682	633.891
23.683	633.927
23.684	633.964
23.685	634
23.686	634.036
23.687	634.073
23.688	634.109
23.689	634.145
23.69	634.182
23.691	634.218
23.692	634.254
23.693	634.291
23.694	634.327
23.695	634.364
23.696	634.4
23.697	634.437
23.698	634.473
23.699	634.51
23.7	634.546
23.701	634.583
23.702	634.619
23.703	634.656
23.704	634.692
23.705	634.729
23.706	634.765
23.707	634.802
23.708	634.838
23.709	634.875
23.71	634.911
23.711	634.948
23.712	634.985
23.713	635.021
23.714	635.058
23.715	635.094
23.716	635.131
23.717	635.168
23.718	635.204
23.719	635.241
23.72	635.278
23.721	635.314
23.722	635.351
23.723	635.388
23.724	635.424
23.725	635.461
23.726	635.498
23.727	635.535
23.728	635.571
23.729	635.608
23.73	635.645
23.731	635.682
23.732	635.719
23.733	635.755
23.734	635.792
23.735	635.829
23.736	635.866
23.737	635.903
23.738	635.939
23.739	635.976
23.74	636.013
23.741	636.05
23.742	636.087
23.743	636.124
23.744	636.161
23.745	636.198
23.746	636.235
23.747	636.272
23.748	636.308
23.749	636.345
23.75	636.382
23.751	636.419
23.752	636.456
23.753	636.493
23.754	636.53
23.755	636.567
23.756	636.604
23.757	636.641
23.758	636.678
23.759	636.715
23.76	636.753
23.761	636.79
23.762	636.827
23.763	636.864
23.764	636.901
23.765	636.938
23.766	636.975
23.767	637.012
23.768	637.049
23.769	637.086
23.77	637.124
23.771	637.161
23.772	637.198
23.773	637.235
23.774	637.272
23.775	637.31
23.776	637.347
23.777	637.384
23.778	637.421
23.779	637.458
23.78	637.496
23.781	637.533
23.782	637.57
23.783	637.607
23.784	637.645
23.785	637.682
23.786	637.719
23.787	637.757
23.788	637.794
23.789	637.831
23.79	637.869
23.791	637.906
23.792	637.943
23.793	637.981
23.794	638.018
23.795	638.056
23.796	638.093
23.797	638.13
23.798	638.168
23.799	638.205
23.8	638.243
23.801	638.28
23.802	638.318
23.803	638.355
23.804	638.393
23.805	638.43
23.806	638.468
23.807	638.505
23.808	638.543
23.809	638.58
23.81	638.618
23.811	638.655
23.812	638.693
23.813	638.73
23.814	638.768
23.815	638.805
23.816	638.843
23.817	638.881
23.818	638.918
23.819	638.956
23.82	638.994
23.821	639.031
23.822	639.069
23.823	639.107
23.824	639.144
23.825	639.182
23.826	639.22
23.827	639.257
23.828	639.295
23.829	639.333
23.83	639.37
23.831	639.408
23.832	639.446
23.833	639.484
23.834	639.521
23.835	639.559
23.836	639.597
23.837	639.635
23.838	639.673
23.839	639.71
23.84	639.748
23.841	639.786
23.842	639.824
23.843	639.862
23.844	639.9
23.845	639.937
23.846	639.975
23.847	640.013
23.848	640.051
23.849	640.089
23.85	640.127
23.851	640.165
23.852	640.203
23.853	640.241
23.854	640.279
23.855	640.317
23.856	640.355
23.857	640.393
23.858	640.431
23.859	640.469
23.86	640.507
23.861	640.545
23.862	640.583
23.863	640.621
23.864	640.659
23.865	640.697
23.866	640.735
23.867	640.773
23.868	640.811
23.869	640.849
23.87	640.887
23.871	640.925
23.872	640.964
23.873	641.002
23.874	641.04
23.875	641.078
23.876	641.116
23.877	641.154
23.878	641.193
23.879	641.231
23.88	641.269
23.881	641.307
23.882	641.345
23.883	641.384
23.884	641.422
23.885	641.46
23.886	641.498
23.887	641.537
23.888	641.575
23.889	641.613
23.89	641.652
23.891	641.69
23.892	641.728
23.893	641.767
23.894	641.805
23.895	641.843
23.896	641.882
23.897	641.92
23.898	641.958
23.899	641.997
23.9	642.035
23.901	642.073
23.902	642.112
23.903	642.15
23.904	642.189
23.905	642.227
23.906	642.266
23.907	642.304
23.908	642.343
23.909	642.381
23.91	642.42
23.911	642.458
23.912	642.497
23.913	642.535
23.914	642.574
23.915	642.612
23.916	642.651
23.917	642.689
23.918	642.728
23.919	642.766
23.92	642.805
23.921	642.844
23.922	642.882
23.923	642.921
23.924	642.959
23.925	642.998
23.926	643.037
23.927	643.075
23.928	643.114
23.929	643.153
23.93	643.191
23.931	643.23
23.932	643.269
23.933	643.307
23.934	643.346
23.935	643.385
23.936	643.424
23.937	643.462
23.938	643.501
23.939	643.54
23.94	643.579
23.941	643.617
23.942	643.656
23.943	643.695
23.944	643.734
23.945	643.773
23.946	643.811
23.947	643.85
23.948	643.889
23.949	643.928
23.95	643.967
23.951	644.006
23.952	644.045
23.953	644.083
23.954	644.122
23.955	644.161
23.956	644.2
23.957	644.239
23.958	644.278
23.959	644.317
23.96	644.356
23.961	644.395
23.962	644.434
23.963	644.473
23.964	644.512
23.965	644.551
23.966	644.59
23.967	644.629
23.968	644.668
23.969	644.707
23.97	644.746
23.971	644.785
23.972	644.824
23.973	644.863
23.974	644.902
23.975	644.941
23.976	644.981
23.977	645.02
23.978	645.059
23.979	645.098
23.98	645.137
23.981	645.176
23.982	645.215
23.983	645.255
23.984	645.294
23.985	645.333
23.986	645.372
23.987	645.411
23.988	645.451
23.989	645.49
23.99	645.529
23.991	645.568
23.992	645.608
23.993	645.647
23.994	645.686
23.995	645.725
23.996	645.765
23.997	645.804
23.998	645.843
23.999	645.883
24	645.922
24.001	645.961
24.002	646.001
24.003	646.04
24.004	646.079
24.005	646.119
24.006	646.158
24.007	646.198
24.008	646.237
24.009	646.276
24.01	646.316
24.011	646.355
24.012	646.395
24.013	646.434
24.014	646.474
24.015	646.513
24.016	646.553
24.017	646.592
24.018	646.632
24.019	646.671
24.02	646.711
24.021	646.75
24.022	646.79
24.023	646.829
24.024	646.869
24.025	646.908
24.026	646.948
24.027	646.987
24.028	647.027
24.029	647.067
24.03	647.106
24.031	647.146
24.032	647.186
24.033	647.225
24.034	647.265
24.035	647.304
24.036	647.344
24.037	647.384
24.038	647.423
24.039	647.463
24.04	647.503
24.041	647.543
24.042	647.582
24.043	647.622
24.044	647.662
24.045	647.702
24.046	647.741
24.047	647.781
24.048	647.821
24.049	647.861
24.05	647.9
24.051	647.94
24.052	647.98
24.053	648.02
24.054	648.06
24.055	648.1
24.056	648.139
24.057	648.179
24.058	648.219
24.059	648.259
24.06	648.299
24.061	648.339
24.062	648.379
24.063	648.419
24.064	648.458
24.065	648.498
24.066	648.538
24.067	648.578
24.068	648.618
24.069	648.658
24.07	648.698
24.071	648.738
24.072	648.778
24.073	648.818
24.074	648.858
24.075	648.898
24.076	648.938
24.077	648.978
24.078	649.018
24.079	649.058
24.08	649.099
24.081	649.139
24.082	649.179
24.083	649.219
24.084	649.259
24.085	649.299
24.086	649.339
24.087	649.379
24.088	649.419
24.089	649.46
24.09	649.5
24.091	649.54
24.092	649.58
24.093	649.62
24.094	649.66
24.095	649.701
24.096	649.741
24.097	649.781
24.098	649.821
24.099	649.862
24.1	649.902
24.101	649.942
24.102	649.982
24.103	650.023
24.104	650.063
24.105	650.103
24.106	650.144
24.107	650.184
24.108	650.224
24.109	650.264
24.11	650.305
24.111	650.345
24.112	650.386
24.113	650.426
24.114	650.466
24.115	650.507
24.116	650.547
24.117	650.587
24.118	650.628
24.119	650.668
24.12	650.709
24.121	650.749
24.122	650.79
24.123	650.83
24.124	650.871
24.125	650.911
24.126	650.952
24.127	650.992
24.128	651.033
24.129	651.073
24.13	651.114
24.131	651.154
24.132	651.195
24.133	651.235
24.134	651.276
24.135	651.316
24.136	651.357
24.137	651.397
24.138	651.438
24.139	651.479
24.14	651.519
24.141	651.56
24.142	651.601
24.143	651.641
24.144	651.682
24.145	651.723
24.146	651.763
24.147	651.804
24.148	651.845
24.149	651.885
24.15	651.926
24.151	651.967
24.152	652.007
24.153	652.048
24.154	652.089
24.155	652.13
24.156	652.17
24.157	652.211
24.158	652.252
24.159	652.293
24.16	652.333
24.161	652.374
24.162	652.415
24.163	652.456
24.164	652.497
24.165	652.538
24.166	652.578
24.167	652.619
24.168	652.66
24.169	652.701
24.17	652.742
24.171	652.783
24.172	652.824
24.173	652.865
24.174	652.905
24.175	652.946
24.176	652.987
24.177	653.028
24.178	653.069
24.179	653.11
24.18	653.151
24.181	653.192
24.182	653.233
24.183	653.274
24.184	653.315
24.185	653.356
24.186	653.397
24.187	653.438
24.188	653.479
24.189	653.52
24.19	653.561
24.191	653.602
24.192	653.643
24.193	653.685
24.194	653.726
24.195	653.767
24.196	653.808
24.197	653.849
24.198	653.89
24.199	653.931
24.2	653.972
24.201	654.014
24.202	654.055
24.203	654.096
24.204	654.137
24.205	654.178
24.206	654.219
24.207	654.261
24.208	654.302
24.209	654.343
24.21	654.384
24.211	654.426
24.212	654.467
24.213	654.508
24.214	654.549
24.215	654.591
24.216	654.632
24.217	654.673
24.218	654.715
24.219	654.756
24.22	654.797
24.221	654.839
24.222	654.88
24.223	654.921
24.224	654.963
24.225	655.004
24.226	655.045
24.227	655.087
24.228	655.128
24.229	655.17
24.23	655.211
24.231	655.252
24.232	655.294
24.233	655.335
24.234	655.377
24.235	655.418
24.236	655.46
24.237	655.501
24.238	655.543
24.239	655.584
24.24	655.626
24.241	655.667
24.242	655.709
24.243	655.75
24.244	655.792
24.245	655.833
24.246	655.875
24.247	655.916
24.248	655.958
24.249	655.999
24.25	656.041
24.251	656.083
24.252	656.124
24.253	656.166
24.254	656.207
24.255	656.249
24.256	656.291
24.257	656.332
24.258	656.374
24.259	656.416
24.26	656.457
24.261	656.499
24.262	656.541
24.263	656.582
24.264	656.624
24.265	656.666
24.266	656.708
24.267	656.749
