time	theta
53.96	1239.09
53.961	1239.08
53.962	1239.08
53.963	1239.07
53.964	1239.06
53.965	1239.05
53.966	1239.05
53.967	1239.04
53.968	1239.03
53.969	1239.02
53.97	1239.02
53.971	1239.01
53.972	1239
53.973	1238.99
53.974	1238.99
53.975	1238.98
53.976	1238.97
53.977	1238.96
53.978	1238.95
53.979	1238.95
53.98	1238.94
53.981	1238.93
53.982	1238.92
53.983	1238.92
53.984	1238.91
53.985	1238.9
53.986	1238.89
53.987	1238.89
53.988	1238.88
53.989	1238.87
53.99	1238.86
53.991	1238.85
53.992	1238.85
53.993	1238.84
53.994	1238.83
53.995	1238.82
53.996	1238.82
53.997	1238.81
53.998	1238.8
53.999	1238.79
54	1238.79
54.001	1238.78
54.002	1238.77
54.003	1238.76
54.004	1238.75
54.005	1238.75
54.006	1238.74
54.007	1238.73
54.008	1238.72
54.009	1238.72
54.01	1238.71
54.011	1238.7
54.012	1238.69
54.013	1238.68
54.014	1238.68
54.015	1238.67
54.016	1238.66
54.017	1238.65
54.018	1238.64
54.019	1238.64
54.02	1238.63
54.021	1238.62
54.022	1238.61
54.023	1238.61
54.024	1238.6
54.025	1238.59
54.026	1238.58
54.027	1238.57
54.028	1238.57
54.029	1238.56
54.03	1238.55
54.031	1238.54
54.032	1238.54
54.033	1238.53
54.034	1238.52
54.035	1238.51
54.036	1238.5
54.037	1238.5
54.038	1238.49
54.039	1238.48
54.04	1238.47
54.041	1238.46
54.042	1238.46
54.043	1238.45
54.044	1238.44
54.045	1238.43
54.046	1238.42
54.047	1238.42
54.048	1238.41
54.049	1238.4
54.05	1238.39
54.051	1238.38
54.052	1238.38
54.053	1238.37
54.054	1238.36
54.055	1238.35
54.056	1238.35
54.057	1238.34
54.058	1238.33
54.059	1238.32
54.06	1238.31
54.061	1238.31
54.062	1238.3
54.063	1238.29
54.064	1238.28
54.065	1238.27
54.066	1238.27
54.067	1238.26
54.068	1238.25
54.069	1238.24
54.07	1238.23
54.071	1238.23
54.072	1238.22
54.073	1238.21
54.074	1238.2
54.075	1238.19
54.076	1238.19
54.077	1238.18
54.078	1238.17
54.079	1238.16
54.08	1238.15
54.081	1238.15
54.082	1238.14
54.083	1238.13
54.084	1238.12
54.085	1238.11
54.086	1238.1
54.087	1238.1
54.088	1238.09
54.089	1238.08
54.09	1238.07
54.091	1238.06
54.092	1238.06
54.093	1238.05
54.094	1238.04
54.095	1238.03
54.096	1238.02
54.097	1238.02
54.098	1238.01
54.099	1238
54.1	1237.99
54.101	1237.98
54.102	1237.98
54.103	1237.97
54.104	1237.96
54.105	1237.95
54.106	1237.94
54.107	1237.93
54.108	1237.93
54.109	1237.92
54.11	1237.91
54.111	1237.9
54.112	1237.89
54.113	1237.89
54.114	1237.88
54.115	1237.87
54.116	1237.86
54.117	1237.85
54.118	1237.84
54.119	1237.84
54.12	1237.83
54.121	1237.82
54.122	1237.81
54.123	1237.8
54.124	1237.8
54.125	1237.79
54.126	1237.78
54.127	1237.77
54.128	1237.76
54.129	1237.75
54.13	1237.75
54.131	1237.74
54.132	1237.73
54.133	1237.72
54.134	1237.71
54.135	1237.71
54.136	1237.7
54.137	1237.69
54.138	1237.68
54.139	1237.67
54.14	1237.66
54.141	1237.66
54.142	1237.65
54.143	1237.64
54.144	1237.63
54.145	1237.62
54.146	1237.61
54.147	1237.61
54.148	1237.6
54.149	1237.59
54.15	1237.58
54.151	1237.57
54.152	1237.56
54.153	1237.56
54.154	1237.55
54.155	1237.54
54.156	1237.53
54.157	1237.52
54.158	1237.51
54.159	1237.51
54.16	1237.5
54.161	1237.49
54.162	1237.48
54.163	1237.47
54.164	1237.46
54.165	1237.46
54.166	1237.45
54.167	1237.44
54.168	1237.43
54.169	1237.42
54.17	1237.41
54.171	1237.41
54.172	1237.4
54.173	1237.39
54.174	1237.38
54.175	1237.37
54.176	1237.36
54.177	1237.36
54.178	1237.35
54.179	1237.34
54.18	1237.33
54.181	1237.32
54.182	1237.31
54.183	1237.31
54.184	1237.3
54.185	1237.29
54.186	1237.28
54.187	1237.27
54.188	1237.26
54.189	1237.25
54.19	1237.25
54.191	1237.24
54.192	1237.23
54.193	1237.22
54.194	1237.21
54.195	1237.2
54.196	1237.2
54.197	1237.19
54.198	1237.18
54.199	1237.17
54.2	1237.16
54.201	1237.15
54.202	1237.14
54.203	1237.14
54.204	1237.13
54.205	1237.12
54.206	1237.11
54.207	1237.1
54.208	1237.09
54.209	1237.09
54.21	1237.08
54.211	1237.07
54.212	1237.06
54.213	1237.05
54.214	1237.04
54.215	1237.03
54.216	1237.03
54.217	1237.02
54.218	1237.01
54.219	1237
54.22	1236.99
54.221	1236.98
54.222	1236.97
54.223	1236.97
54.224	1236.96
54.225	1236.95
54.226	1236.94
54.227	1236.93
54.228	1236.92
54.229	1236.91
54.23	1236.91
54.231	1236.9
54.232	1236.89
54.233	1236.88
54.234	1236.87
54.235	1236.86
54.236	1236.85
54.237	1236.85
54.238	1236.84
54.239	1236.83
54.24	1236.82
54.241	1236.81
54.242	1236.8
54.243	1236.79
54.244	1236.78
54.245	1236.78
54.246	1236.77
54.247	1236.76
54.248	1236.75
54.249	1236.74
54.25	1236.73
54.251	1236.72
54.252	1236.72
54.253	1236.71
54.254	1236.7
54.255	1236.69
54.256	1236.68
54.257	1236.67
54.258	1236.66
54.259	1236.65
54.26	1236.65
54.261	1236.64
54.262	1236.63
54.263	1236.62
54.264	1236.61
54.265	1236.6
54.266	1236.59
54.267	1236.58
54.268	1236.58
54.269	1236.57
54.27	1236.56
54.271	1236.55
54.272	1236.54
54.273	1236.53
54.274	1236.52
54.275	1236.51
54.276	1236.51
54.277	1236.5
54.278	1236.49
54.279	1236.48
54.28	1236.47
54.281	1236.46
54.282	1236.45
54.283	1236.44
54.284	1236.44
54.285	1236.43
54.286	1236.42
54.287	1236.41
54.288	1236.4
54.289	1236.39
54.29	1236.38
54.291	1236.37
54.292	1236.36
54.293	1236.36
54.294	1236.35
54.295	1236.34
54.296	1236.33
54.297	1236.32
54.298	1236.31
54.299	1236.3
54.3	1236.29
54.301	1236.29
54.302	1236.28
54.303	1236.27
54.304	1236.26
54.305	1236.25
54.306	1236.24
54.307	1236.23
54.308	1236.22
54.309	1236.21
54.31	1236.21
54.311	1236.2
54.312	1236.19
54.313	1236.18
54.314	1236.17
54.315	1236.16
54.316	1236.15
54.317	1236.14
54.318	1236.13
54.319	1236.12
54.32	1236.12
54.321	1236.11
54.322	1236.1
54.323	1236.09
54.324	1236.08
54.325	1236.07
54.326	1236.06
54.327	1236.05
54.328	1236.04
54.329	1236.04
54.33	1236.03
54.331	1236.02
54.332	1236.01
54.333	1236
54.334	1235.99
54.335	1235.98
54.336	1235.97
54.337	1235.96
54.338	1235.95
54.339	1235.95
54.34	1235.94
54.341	1235.93
54.342	1235.92
54.343	1235.91
54.344	1235.9
54.345	1235.89
54.346	1235.88
54.347	1235.87
54.348	1235.86
54.349	1235.85
54.35	1235.85
54.351	1235.84
54.352	1235.83
54.353	1235.82
54.354	1235.81
54.355	1235.8
54.356	1235.79
54.357	1235.78
54.358	1235.77
54.359	1235.76
54.36	1235.75
54.361	1235.75
54.362	1235.74
54.363	1235.73
54.364	1235.72
54.365	1235.71
54.366	1235.7
54.367	1235.69
54.368	1235.68
54.369	1235.67
54.37	1235.66
54.371	1235.65
54.372	1235.65
54.373	1235.64
54.374	1235.63
54.375	1235.62
54.376	1235.61
54.377	1235.6
54.378	1235.59
54.379	1235.58
54.38	1235.57
54.381	1235.56
54.382	1235.55
54.383	1235.54
54.384	1235.54
54.385	1235.53
54.386	1235.52
54.387	1235.51
54.388	1235.5
54.389	1235.49
54.39	1235.48
54.391	1235.47
54.392	1235.46
54.393	1235.45
54.394	1235.44
54.395	1235.43
54.396	1235.42
54.397	1235.42
54.398	1235.41
54.399	1235.4
54.4	1235.39
54.401	1235.38
54.402	1235.37
54.403	1235.36
54.404	1235.35
54.405	1235.34
54.406	1235.33
54.407	1235.32
54.408	1235.31
54.409	1235.3
54.41	1235.29
54.411	1235.29
54.412	1235.28
54.413	1235.27
54.414	1235.26
54.415	1235.25
54.416	1235.24
54.417	1235.23
54.418	1235.22
54.419	1235.21
54.42	1235.2
54.421	1235.19
54.422	1235.18
54.423	1235.17
54.424	1235.16
54.425	1235.15
54.426	1235.15
54.427	1235.14
54.428	1235.13
54.429	1235.12
54.43	1235.11
54.431	1235.1
54.432	1235.09
54.433	1235.08
54.434	1235.07
54.435	1235.06
54.436	1235.05
54.437	1235.04
54.438	1235.03
54.439	1235.02
54.44	1235.01
54.441	1235
54.442	1234.99
54.443	1234.99
54.444	1234.98
54.445	1234.97
54.446	1234.96
54.447	1234.95
54.448	1234.94
54.449	1234.93
54.45	1234.92
54.451	1234.91
54.452	1234.9
54.453	1234.89
54.454	1234.88
54.455	1234.87
54.456	1234.86
54.457	1234.85
54.458	1234.84
54.459	1234.83
54.46	1234.82
54.461	1234.81
54.462	1234.8
54.463	1234.8
54.464	1234.79
54.465	1234.78
54.466	1234.77
54.467	1234.76
54.468	1234.75
54.469	1234.74
54.47	1234.73
54.471	1234.72
54.472	1234.71
54.473	1234.7
54.474	1234.69
54.475	1234.68
54.476	1234.67
54.477	1234.66
54.478	1234.65
54.479	1234.64
54.48	1234.63
54.481	1234.62
54.482	1234.61
54.483	1234.6
54.484	1234.59
54.485	1234.58
54.486	1234.58
54.487	1234.57
54.488	1234.56
54.489	1234.55
54.49	1234.54
54.491	1234.53
54.492	1234.52
54.493	1234.51
54.494	1234.5
54.495	1234.49
54.496	1234.48
54.497	1234.47
54.498	1234.46
54.499	1234.45
54.5	1234.44
54.501	1234.43
54.502	1234.42
54.503	1234.41
54.504	1234.4
54.505	1234.39
54.506	1234.38
54.507	1234.37
54.508	1234.36
54.509	1234.35
54.51	1234.34
54.511	1234.33
54.512	1234.32
54.513	1234.31
54.514	1234.3
54.515	1234.29
54.516	1234.28
54.517	1234.27
54.518	1234.27
54.519	1234.26
54.52	1234.25
54.521	1234.24
54.522	1234.23
54.523	1234.22
54.524	1234.21
54.525	1234.2
54.526	1234.19
54.527	1234.18
54.528	1234.17
54.529	1234.16
54.53	1234.15
54.531	1234.14
54.532	1234.13
54.533	1234.12
54.534	1234.11
54.535	1234.1
54.536	1234.09
54.537	1234.08
54.538	1234.07
54.539	1234.06
54.54	1234.05
54.541	1234.04
54.542	1234.03
54.543	1234.02
54.544	1234.01
54.545	1234
54.546	1233.99
54.547	1233.98
54.548	1233.97
54.549	1233.96
54.55	1233.95
54.551	1233.94
54.552	1233.93
54.553	1233.92
54.554	1233.91
54.555	1233.9
54.556	1233.89
54.557	1233.88
54.558	1233.87
54.559	1233.86
54.56	1233.85
54.561	1233.84
54.562	1233.83
54.563	1233.82
54.564	1233.81
54.565	1233.8
54.566	1233.79
54.567	1233.78
54.568	1233.77
54.569	1233.76
54.57	1233.75
54.571	1233.74
54.572	1233.73
54.573	1233.72
54.574	1233.71
54.575	1233.7
54.576	1233.69
54.577	1233.68
54.578	1233.67
54.579	1233.66
54.58	1233.65
54.581	1233.64
54.582	1233.63
54.583	1233.62
54.584	1233.61
54.585	1233.6
54.586	1233.59
54.587	1233.58
54.588	1233.57
54.589	1233.56
54.59	1233.55
54.591	1233.54
54.592	1233.53
54.593	1233.52
54.594	1233.51
54.595	1233.5
54.596	1233.49
54.597	1233.48
54.598	1233.47
54.599	1233.46
54.6	1233.45
54.601	1233.44
54.602	1233.43
54.603	1233.42
54.604	1233.41
54.605	1233.4
54.606	1233.39
54.607	1233.38
54.608	1233.37
54.609	1233.36
54.61	1233.35
54.611	1233.34
54.612	1233.33
54.613	1233.32
54.614	1233.31
54.615	1233.3
54.616	1233.29
54.617	1233.28
54.618	1233.27
54.619	1233.26
54.62	1233.25
54.621	1233.24
54.622	1233.23
54.623	1233.22
54.624	1233.21
54.625	1233.2
54.626	1233.19
54.627	1233.18
54.628	1233.17
54.629	1233.16
54.63	1233.15
54.631	1233.14
54.632	1233.13
54.633	1233.11
54.634	1233.1
54.635	1233.09
54.636	1233.08
54.637	1233.07
54.638	1233.06
54.639	1233.05
54.64	1233.04
54.641	1233.03
54.642	1233.02
54.643	1233.01
54.644	1233
54.645	1232.99
54.646	1232.98
54.647	1232.97
54.648	1232.96
54.649	1232.95
54.65	1232.94
54.651	1232.93
54.652	1232.92
54.653	1232.91
54.654	1232.9
54.655	1232.89
54.656	1232.88
54.657	1232.87
54.658	1232.86
54.659	1232.85
54.66	1232.84
54.661	1232.83
54.662	1232.82
54.663	1232.81
54.664	1232.8
54.665	1232.78
54.666	1232.77
54.667	1232.76
54.668	1232.75
54.669	1232.74
54.67	1232.73
54.671	1232.72
54.672	1232.71
54.673	1232.7
54.674	1232.69
54.675	1232.68
54.676	1232.67
54.677	1232.66
54.678	1232.65
54.679	1232.64
54.68	1232.63
54.681	1232.62
54.682	1232.61
54.683	1232.6
54.684	1232.59
54.685	1232.58
54.686	1232.57
54.687	1232.55
54.688	1232.54
54.689	1232.53
54.69	1232.52
54.691	1232.51
54.692	1232.5
54.693	1232.49
54.694	1232.48
54.695	1232.47
54.696	1232.46
54.697	1232.45
54.698	1232.44
54.699	1232.43
54.7	1232.42
54.701	1232.41
54.702	1232.4
54.703	1232.39
54.704	1232.38
54.705	1232.37
54.706	1232.35
54.707	1232.34
54.708	1232.33
54.709	1232.32
54.71	1232.31
54.711	1232.3
54.712	1232.29
54.713	1232.28
54.714	1232.27
54.715	1232.26
54.716	1232.25
54.717	1232.24
54.718	1232.23
54.719	1232.22
54.72	1232.21
54.721	1232.2
54.722	1232.18
54.723	1232.17
54.724	1232.16
54.725	1232.15
54.726	1232.14
54.727	1232.13
54.728	1232.12
54.729	1232.11
54.73	1232.1
54.731	1232.09
54.732	1232.08
54.733	1232.07
54.734	1232.06
54.735	1232.05
54.736	1232.04
54.737	1232.02
54.738	1232.01
54.739	1232
54.74	1231.99
54.741	1231.98
54.742	1231.97
54.743	1231.96
54.744	1231.95
54.745	1231.94
54.746	1231.93
54.747	1231.92
54.748	1231.91
54.749	1231.9
54.75	1231.89
54.751	1231.87
54.752	1231.86
54.753	1231.85
54.754	1231.84
54.755	1231.83
54.756	1231.82
54.757	1231.81
54.758	1231.8
54.759	1231.79
54.76	1231.78
54.761	1231.77
54.762	1231.76
54.763	1231.74
54.764	1231.73
54.765	1231.72
54.766	1231.71
54.767	1231.7
54.768	1231.69
54.769	1231.68
54.77	1231.67
54.771	1231.66
54.772	1231.65
54.773	1231.64
54.774	1231.63
54.775	1231.61
54.776	1231.6
54.777	1231.59
54.778	1231.58
54.779	1231.57
54.78	1231.56
54.781	1231.55
54.782	1231.54
54.783	1231.53
54.784	1231.52
54.785	1231.51
54.786	1231.49
54.787	1231.48
54.788	1231.47
54.789	1231.46
54.79	1231.45
54.791	1231.44
54.792	1231.43
54.793	1231.42
54.794	1231.41
54.795	1231.4
54.796	1231.38
54.797	1231.37
54.798	1231.36
54.799	1231.35
54.8	1231.34
54.801	1231.33
54.802	1231.32
54.803	1231.31
54.804	1231.3
54.805	1231.29
54.806	1231.27
54.807	1231.26
54.808	1231.25
54.809	1231.24
54.81	1231.23
54.811	1231.22
54.812	1231.21
54.813	1231.2
54.814	1231.19
54.815	1231.17
54.816	1231.16
54.817	1231.15
54.818	1231.14
54.819	1231.13
54.82	1231.12
54.821	1231.11
54.822	1231.1
54.823	1231.09
54.824	1231.07
54.825	1231.06
54.826	1231.05
54.827	1231.04
54.828	1231.03
54.829	1231.02
54.83	1231.01
54.831	1231
54.832	1230.99
54.833	1230.97
54.834	1230.96
54.835	1230.95
54.836	1230.94
54.837	1230.93
54.838	1230.92
54.839	1230.91
54.84	1230.9
54.841	1230.89
54.842	1230.87
54.843	1230.86
54.844	1230.85
54.845	1230.84
54.846	1230.83
54.847	1230.82
54.848	1230.81
54.849	1230.8
54.85	1230.78
54.851	1230.77
54.852	1230.76
54.853	1230.75
54.854	1230.74
54.855	1230.73
54.856	1230.72
54.857	1230.71
54.858	1230.69
54.859	1230.68
54.86	1230.67
54.861	1230.66
54.862	1230.65
54.863	1230.64
54.864	1230.63
54.865	1230.61
54.866	1230.6
54.867	1230.59
54.868	1230.58
54.869	1230.57
54.87	1230.56
54.871	1230.55
54.872	1230.54
54.873	1230.52
54.874	1230.51
54.875	1230.5
54.876	1230.49
54.877	1230.48
54.878	1230.47
54.879	1230.46
54.88	1230.44
54.881	1230.43
54.882	1230.42
54.883	1230.41
54.884	1230.4
54.885	1230.39
54.886	1230.38
54.887	1230.36
54.888	1230.35
54.889	1230.34
54.89	1230.33
54.891	1230.32
54.892	1230.31
54.893	1230.3
54.894	1230.28
54.895	1230.27
54.896	1230.26
54.897	1230.25
54.898	1230.24
54.899	1230.23
54.9	1230.22
54.901	1230.2
54.902	1230.19
54.903	1230.18
54.904	1230.17
54.905	1230.16
54.906	1230.15
54.907	1230.14
54.908	1230.12
54.909	1230.11
54.91	1230.1
54.911	1230.09
54.912	1230.08
54.913	1230.07
54.914	1230.05
54.915	1230.04
54.916	1230.03
54.917	1230.02
54.918	1230.01
54.919	1230
54.92	1229.99
54.921	1229.97
54.922	1229.96
54.923	1229.95
54.924	1229.94
54.925	1229.93
54.926	1229.92
54.927	1229.9
54.928	1229.89
54.929	1229.88
54.93	1229.87
54.931	1229.86
54.932	1229.85
54.933	1229.83
54.934	1229.82
54.935	1229.81
54.936	1229.8
54.937	1229.79
54.938	1229.78
54.939	1229.76
54.94	1229.75
54.941	1229.74
54.942	1229.73
54.943	1229.72
54.944	1229.71
54.945	1229.69
54.946	1229.68
54.947	1229.67
54.948	1229.66
54.949	1229.65
54.95	1229.64
54.951	1229.62
54.952	1229.61
54.953	1229.6
54.954	1229.59
54.955	1229.58
54.956	1229.57
54.957	1229.55
54.958	1229.54
54.959	1229.53
54.96	1229.52
54.961	1229.51
54.962	1229.49
54.963	1229.48
54.964	1229.47
54.965	1229.46
54.966	1229.45
54.967	1229.44
54.968	1229.42
54.969	1229.41
54.97	1229.4
54.971	1229.39
54.972	1229.38
54.973	1229.36
54.974	1229.35
54.975	1229.34
54.976	1229.33
54.977	1229.32
54.978	1229.31
54.979	1229.29
54.98	1229.28
54.981	1229.27
54.982	1229.26
54.983	1229.25
54.984	1229.23
54.985	1229.22
54.986	1229.21
54.987	1229.2
54.988	1229.19
54.989	1229.17
54.99	1229.16
54.991	1229.15
54.992	1229.14
54.993	1229.13
54.994	1229.12
54.995	1229.1
54.996	1229.09
54.997	1229.08
54.998	1229.07
54.999	1229.06
55	1229.04
55.001	1229.03
55.002	1229.02
55.003	1229.01
55.004	1229
55.005	1228.98
55.006	1228.97
55.007	1228.96
55.008	1228.95
55.009	1228.94
55.01	1228.92
55.011	1228.91
55.012	1228.9
55.013	1228.89
55.014	1228.88
55.015	1228.86
55.016	1228.85
55.017	1228.84
55.018	1228.83
55.019	1228.81
55.02	1228.8
55.021	1228.79
55.022	1228.78
55.023	1228.77
55.024	1228.75
55.025	1228.74
55.026	1228.73
55.027	1228.72
55.028	1228.71
55.029	1228.69
55.03	1228.68
55.031	1228.67
55.032	1228.66
55.033	1228.65
55.034	1228.63
55.035	1228.62
55.036	1228.61
55.037	1228.6
55.038	1228.58
55.039	1228.57
55.04	1228.56
55.041	1228.55
55.042	1228.54
55.043	1228.52
55.044	1228.51
55.045	1228.5
55.046	1228.49
55.047	1228.47
55.048	1228.46
55.049	1228.45
55.05	1228.44
55.051	1228.43
55.052	1228.41
55.053	1228.4
55.054	1228.39
55.055	1228.38
55.056	1228.36
55.057	1228.35
55.058	1228.34
55.059	1228.33
55.06	1228.32
55.061	1228.3
55.062	1228.29
55.063	1228.28
55.064	1228.27
55.065	1228.25
55.066	1228.24
55.067	1228.23
55.068	1228.22
55.069	1228.21
55.07	1228.19
55.071	1228.18
55.072	1228.17
55.073	1228.16
55.074	1228.14
55.075	1228.13
55.076	1228.12
55.077	1228.11
55.078	1228.09
55.079	1228.08
55.08	1228.07
55.081	1228.06
55.082	1228.04
55.083	1228.03
55.084	1228.02
55.085	1228.01
55.086	1227.99
55.087	1227.98
55.088	1227.97
55.089	1227.96
55.09	1227.95
55.091	1227.93
55.092	1227.92
55.093	1227.91
55.094	1227.9
55.095	1227.88
55.096	1227.87
55.097	1227.86
55.098	1227.85
55.099	1227.83
55.1	1227.82
55.101	1227.81
55.102	1227.8
55.103	1227.78
55.104	1227.77
55.105	1227.76
55.106	1227.75
55.107	1227.73
55.108	1227.72
55.109	1227.71
55.11	1227.7
55.111	1227.68
55.112	1227.67
55.113	1227.66
55.114	1227.65
55.115	1227.63
55.116	1227.62
55.117	1227.61
55.118	1227.6
55.119	1227.58
55.12	1227.57
55.121	1227.56
55.122	1227.54
55.123	1227.53
55.124	1227.52
55.125	1227.51
55.126	1227.49
55.127	1227.48
55.128	1227.47
55.129	1227.46
55.13	1227.44
55.131	1227.43
55.132	1227.42
55.133	1227.41
55.134	1227.39
55.135	1227.38
55.136	1227.37
55.137	1227.36
55.138	1227.34
55.139	1227.33
55.14	1227.32
55.141	1227.3
55.142	1227.29
55.143	1227.28
55.144	1227.27
55.145	1227.25
55.146	1227.24
55.147	1227.23
55.148	1227.22
55.149	1227.2
55.15	1227.19
55.151	1227.18
55.152	1227.16
55.153	1227.15
55.154	1227.14
55.155	1227.13
55.156	1227.11
55.157	1227.1
55.158	1227.09
55.159	1227.08
55.16	1227.06
55.161	1227.05
55.162	1227.04
55.163	1227.02
55.164	1227.01
55.165	1227
55.166	1226.99
55.167	1226.97
55.168	1226.96
55.169	1226.95
55.17	1226.93
55.171	1226.92
55.172	1226.91
55.173	1226.9
55.174	1226.88
55.175	1226.87
55.176	1226.86
55.177	1226.84
55.178	1226.83
55.179	1226.82
55.18	1226.81
55.181	1226.79
55.182	1226.78
55.183	1226.77
55.184	1226.75
55.185	1226.74
55.186	1226.73
55.187	1226.71
55.188	1226.7
55.189	1226.69
55.19	1226.68
55.191	1226.66
55.192	1226.65
55.193	1226.64
55.194	1226.62
55.195	1226.61
55.196	1226.6
55.197	1226.59
55.198	1226.57
55.199	1226.56
55.2	1226.55
55.201	1226.53
55.202	1226.52
55.203	1226.51
55.204	1226.49
55.205	1226.48
55.206	1226.47
55.207	1226.45
55.208	1226.44
55.209	1226.43
55.21	1226.42
55.211	1226.4
55.212	1226.39
55.213	1226.38
55.214	1226.36
55.215	1226.35
55.216	1226.34
55.217	1226.32
55.218	1226.31
55.219	1226.3
55.22	1226.28
55.221	1226.27
55.222	1226.26
55.223	1226.25
55.224	1226.23
55.225	1226.22
55.226	1226.21
55.227	1226.19
55.228	1226.18
55.229	1226.17
55.23	1226.15
55.231	1226.14
55.232	1226.13
55.233	1226.11
55.234	1226.1
55.235	1226.09
55.236	1226.07
55.237	1226.06
55.238	1226.05
55.239	1226.03
55.24	1226.02
55.241	1226.01
55.242	1225.99
55.243	1225.98
55.244	1225.97
55.245	1225.96
55.246	1225.94
55.247	1225.93
55.248	1225.92
55.249	1225.9
55.25	1225.89
55.251	1225.88
55.252	1225.86
55.253	1225.85
55.254	1225.84
55.255	1225.82
55.256	1225.81
55.257	1225.8
55.258	1225.78
55.259	1225.77
55.26	1225.76
55.261	1225.74
55.262	1225.73
55.263	1225.72
55.264	1225.7
55.265	1225.69
55.266	1225.68
55.267	1225.66
55.268	1225.65
55.269	1225.64
55.27	1225.62
55.271	1225.61
55.272	1225.6
55.273	1225.58
55.274	1225.57
55.275	1225.56
55.276	1225.54
55.277	1225.53
55.278	1225.51
55.279	1225.5
55.28	1225.49
55.281	1225.47
55.282	1225.46
55.283	1225.45
55.284	1225.43
55.285	1225.42
55.286	1225.41
55.287	1225.39
55.288	1225.38
55.289	1225.37
55.29	1225.35
55.291	1225.34
55.292	1225.33
55.293	1225.31
55.294	1225.3
55.295	1225.29
55.296	1225.27
55.297	1225.26
55.298	1225.25
55.299	1225.23
55.3	1225.22
55.301	1225.2
55.302	1225.19
55.303	1225.18
55.304	1225.16
55.305	1225.15
55.306	1225.14
55.307	1225.12
55.308	1225.11
55.309	1225.1
55.31	1225.08
55.311	1225.07
55.312	1225.05
55.313	1225.04
55.314	1225.03
55.315	1225.01
55.316	1225
55.317	1224.99
55.318	1224.97
55.319	1224.96
55.32	1224.95
55.321	1224.93
55.322	1224.92
55.323	1224.9
55.324	1224.89
55.325	1224.88
55.326	1224.86
55.327	1224.85
55.328	1224.84
55.329	1224.82
55.33	1224.81
55.331	1224.8
55.332	1224.78
55.333	1224.77
55.334	1224.75
55.335	1224.74
55.336	1224.73
55.337	1224.71
55.338	1224.7
55.339	1224.69
55.34	1224.67
55.341	1224.66
55.342	1224.64
55.343	1224.63
55.344	1224.62
55.345	1224.6
55.346	1224.59
55.347	1224.57
55.348	1224.56
55.349	1224.55
55.35	1224.53
55.351	1224.52
55.352	1224.51
55.353	1224.49
55.354	1224.48
55.355	1224.46
55.356	1224.45
55.357	1224.44
55.358	1224.42
55.359	1224.41
55.36	1224.39
55.361	1224.38
55.362	1224.37
55.363	1224.35
55.364	1224.34
55.365	1224.33
55.366	1224.31
55.367	1224.3
55.368	1224.28
55.369	1224.27
55.37	1224.26
55.371	1224.24
55.372	1224.23
55.373	1224.21
55.374	1224.2
55.375	1224.19
55.376	1224.17
55.377	1224.16
55.378	1224.14
55.379	1224.13
55.38	1224.12
55.381	1224.1
55.382	1224.09
55.383	1224.07
55.384	1224.06
55.385	1224.05
55.386	1224.03
55.387	1224.02
55.388	1224
55.389	1223.99
55.39	1223.98
55.391	1223.96
55.392	1223.95
55.393	1223.93
55.394	1223.92
55.395	1223.9
55.396	1223.89
55.397	1223.88
55.398	1223.86
55.399	1223.85
55.4	1223.83
55.401	1223.82
55.402	1223.81
55.403	1223.79
55.404	1223.78
55.405	1223.76
55.406	1223.75
55.407	1223.74
55.408	1223.72
55.409	1223.71
55.41	1223.69
55.411	1223.68
55.412	1223.66
55.413	1223.65
55.414	1223.64
55.415	1223.62
55.416	1223.61
55.417	1223.59
55.418	1223.58
55.419	1223.57
55.42	1223.55
55.421	1223.54
55.422	1223.52
55.423	1223.51
55.424	1223.49
55.425	1223.48
55.426	1223.47
55.427	1223.45
55.428	1223.44
55.429	1223.42
55.43	1223.41
55.431	1223.39
55.432	1223.38
55.433	1223.37
55.434	1223.35
55.435	1223.34
55.436	1223.32
55.437	1223.31
55.438	1223.29
55.439	1223.28
55.44	1223.27
55.441	1223.25
55.442	1223.24
55.443	1223.22
55.444	1223.21
55.445	1223.19
55.446	1223.18
55.447	1223.16
55.448	1223.15
55.449	1223.14
55.45	1223.12
55.451	1223.11
55.452	1223.09
55.453	1223.08
55.454	1223.06
55.455	1223.05
55.456	1223.03
55.457	1223.02
55.458	1223.01
55.459	1222.99
55.46	1222.98
55.461	1222.96
55.462	1222.95
55.463	1222.93
55.464	1222.92
55.465	1222.9
55.466	1222.89
55.467	1222.88
55.468	1222.86
55.469	1222.85
55.47	1222.83
55.471	1222.82
55.472	1222.8
55.473	1222.79
55.474	1222.77
55.475	1222.76
55.476	1222.74
55.477	1222.73
55.478	1222.72
55.479	1222.7
55.48	1222.69
55.481	1222.67
55.482	1222.66
55.483	1222.64
55.484	1222.63
55.485	1222.61
55.486	1222.6
55.487	1222.58
55.488	1222.57
55.489	1222.55
55.49	1222.54
55.491	1222.53
55.492	1222.51
55.493	1222.5
55.494	1222.48
55.495	1222.47
55.496	1222.45
55.497	1222.44
55.498	1222.42
55.499	1222.41
55.5	1222.39
55.501	1222.38
55.502	1222.36
55.503	1222.35
55.504	1222.33
55.505	1222.32
55.506	1222.31
55.507	1222.29
55.508	1222.28
55.509	1222.26
55.51	1222.25
55.511	1222.23
55.512	1222.22
55.513	1222.2
55.514	1222.19
55.515	1222.17
55.516	1222.16
55.517	1222.14
